REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11353004,Regional,,Clonsilla Railway Station,,,Clonsilla,Dublin,KELLYSTOWN,signal box,1840,1860,"Detached single-bay two-storey signal box, c.1850, with timber superstructure on red brick ground floor plinth.  Cast-iron pedestrian bridge, c.1850, spanning railway track.ROOF: Double pitched slate roof with terracotta ridge tiles and projecting eaves",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11353004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11353004_1.jpg,-6.42248555766509,53.3828549166122
11353005,Regional,,Saint Mary's Church of Ireland Church,,,Clonsilla,Dublin,CLONSILLA,church/chapel,1840,1850,"Detached Church of Ireland church, built 1846, set in graveyard.  Five-bay side elevation to nave, with single-bay three-stage castellated bell tower to west.  Single-bay chancel to east with single-bay vestry attached to north elevations.  Grave dating f",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11353005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11353005_1.jpg,-6.42320286700657,53.3841853253523
11353006,Regional,,Clonsilla Railway Station,Clonsilla Road,,Clonsilla,Dublin,CLONSILLA,house,1890,1910,"Detached five-bay single-storey Tudor style former railway keeper's house with dormer attic, c.1900, on an irregular plan.  Two single-storey extensions to rear.ROOF: Double pitched terracotta tiled roof with red brick corniced chimney stacks and terrac",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11353006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11353006_1.jpg,-6.42253143648021,53.3836462830671
11353009,Regional,,Mulhuddart Bridge,,,Mulhuddart,Dublin,COOLMINE (CA. BY.),bridge,1870,1900,"Single-arch bridge over river, c.1885, with rough faced limestone walls and granite dressings.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11353009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11353009_1.jpg,-6.39683499699174,53.4031267680726
11353010,National,,Lady's Well,,,Mulhuddart,Dublin,TYRRELSTOWN,holy well,1650,1750,"Rubble stone corbelled roof structure surrounding holy well, c.1700, with inscribed stone to gable.Isaac Butler wrote in 1740 about the well and the great Pattern that would occur yearly at it.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11353010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11353010_1.jpg,-6.32916690822024,53.3910016983757
11354001,Regional,,Saint Brigid's Roman Catholic Church,Church Avenue,,Blanchardstown,Dublin,BLANCHARDSTOWN,church/chapel,1855,1860,"Detached three-bay gable-fronted Roman Catholic church, built 1858.  Three-bay side elevation to nave, with single-bay three-stage bell tower and spire to west.  Single-bay sacristy to east and two single-bay entrance porches to north elevation.  Curved e",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354001_1.jpg,-6.37484827944059,53.3850731805797
11354002,Regional,,Granard Bridge,,,Blanchardstown,Dublin,BLANCHARDSTOWN,bridge,1800,1820,"Single-arch ashlar granite humpback road bridge over canal, c.1810.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354002_1.jpg,-6.37037018607171,53.3819029643318
11354003,Regional,,Talbot Bridge,,,Blanchardstown,Dublin,BLANCHARDSTOWN,bridge,1815,1825,"Single-arch ashlar granite and limestone humpback rad bridge over canal, built 1819. Limestone name and date plaque. Pair of lock gates to west. Road diverted; bridge now pedestrianised.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354003_1.jpg,-6.36569538203779,53.3823152863843
11354004,Regional,,Ranelagh Bridge,,,Blanchardstown,Dublin,CASTLEKNOCK (WITHOUT PHOENIX PARK),bridge,1800,1820,"Single-arch humpback road bridge over Royal Canal, c.1810, now pedestrianised.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354004_1.jpg,-6.36114411421301,53.3826392616562
11354005,National,,Abbotstown  Graveyard,,,,Dublin,ABBOTSTOWN,graveyard/cemetery,1500,1700,"Graveyard and ruined Church dating from pre-1700, now overgrown with vegetation.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354005_1.jpg,-6.35895307799967,53.3884140940774
11354006,Regional,,Abbotstown Veterinary Research Laboratory,,,,Dublin,SHEEPHILL,farmyard complex,1840,1880,"Detached five-bay two-storey former house, c.1860, with advanced central entrance bay to ground floor.  Two-storey return to rear and six-bay two-storey wing to north-east.  Extended to north, c.1930 and c.1970.  Farmyard complex to north.  Now in use as ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354006_1.jpg,-6.35789569195116,53.392452223232
11354007,Regional,,Elm Green,Dunsink Lane,,,Dublin,DUNSINK,clubhouse,1840,1860,"Detached five-bay two-storey over basement house, c.1850, with recessed bay to north and recessed central bay having single-storey projecting entrance porch.  Limestone entrance gates, derelict gate lodge and farmyard complex to site.ROOF: Hipped asbest",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11354007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11354007_1.jpg,-6.07943476755294,53.386165713975
11366010,Regional,,,Carrickbrack Road,,Sutton,Dublin,SUTTON SOUTH,gate lodge,1920,1940,"Detached single-bay single-storey gable-fronted gate lodge with dormer attic, c.1930.ROOF:Double pitched tiled roof.  WALLS: Granite rubble walls. OPENINGS: Replacement timber bay window, circular timber window to gable.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11366010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11366010_1.jpg,-6.08978184696691,53.3746315584326
11366011,Regional,,,Barron Hill,,Sutton,Dublin,SUTTON SOUTH,post box,1900,1910,"Wall-mounted cast-iron post box, c.1905, with  'ER' monogram. Manufacturer: ""T.Allen & Co., London""",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11366011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11366011_1.jpg,-6.08782752006642,53.3719672432515
11366013,Regional,,Shearwater,Carrickbrack Road,,,Dublin,SUTTON SOUTH,house,1900,1930,"Detached four-bay single-storey house with gabled dormers to attic, c.1915, having recessed end-bay to right-hand side, timber veranda supporting roof, and single-storey clapper-board return. uPVC conservatory to recessed bay, c.1990.ROOF: Monopitched t",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11366013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11366013_1.jpg,-6.08490624758137,53.3660792329773
11366014,Regional,,The Cliffs,Carrickbrack Road,,,Dublin,SUTTON SOUTH,house,1840,1880,"Detached three-bay two-storey over basement house, c.1860, with single-storey central canted bay window.  Returns and extensions added to rear in several phases.  Outbuildings to site.ROOF: Hipped slate roof with terracotta ridge tiles; nap rendered chi",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11366014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11366014_1.jpg,-6.0825547032503,53.3639116830813
11366017,National,,Sutton Creek Martello Tower,Strand Road,,Sutton,Dublin,SUTTON SOUTH,house,1800,1810,"Martello tower, c.1805, granite rubble walls, on a circular plan with tapered profile, having machicolation supported by brackets over entrance door.  Raised extension to roof, c.1990.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11366017,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11366017_1.jpg,-6.09604429899905,53.3693308542991
11367001,Regional,,Drynan Lodge,Old Carrickbrack Road,,Howth,Dublin,CENSURE,house,1900,1920,"Detached two-bay two-storey gable-fronted Edwardian style house with dormer attic, c.1910, having single-bay single-storey canted bay window to left and two-storey flat-roofed recessed end bay to right.ROOF: Gable-fronted; red clay profiled tiles; squar",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367001_1.jpg,-6.0763187584655,53.3669385570241
11367002,Regional,,Blackberry Hill,Old Carrickbrack Road,,Howth,Dublin,CENSURE,house,1910,1920,"Detached three-bay single-storey Edwardian style house with dormer attic, c.1915, with internal entrance bay to centre.  Refenestrated, c.1990.ROOF: Double-pitched; gable-fronted to dormer attic window; red clay tiles; square rooflight; red clay ridge t",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367002_1.jpg,-6.07566629136212,53.3670808037238
11367003,Regional,,Stella Maris Convent,Carrickbrack Road,,,Dublin,HOWTH,convent/nunnery,1855,1865,"Detached three-bay two-storey Venetian Gothic style house, built 1859, to design by Benjamin Woodward, with return to rear.  Chapel and single-storey extensions added to rear, c.1970.  Ten-bay single-storey building linked to south elevation and uPVC porc",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367003_1.jpg,-6.06678445213104,53.3661374120382
11367004,Regional,,,Carrickbrack Road,,Howth,Dublin,HOWTH,house,1880,1900,"Detached four-bay single-storey house, c.1890, with gabled projecting porch to front elevation.  Retaining original fenestration.ROOF: Double-pitched; slate; concrete ridge tiles; red brick chimney stacks; yellow terracotta pots; timber eaves; cast-iron",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367004_1.jpg,-6.05879991781463,53.3725588595938
11367005,Regional,,,Bailey Creek Road,,Howth,Dublin,HOWTH,post box,1900,1910,"Wall-mounted cast-iron post box, c.1905, with raised 'ER' monogram.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367005_1.jpg,-6.05864812969498,53.3725923348549
11367006,Regional,,The Baily Lighthouse,,,Howth,Dublin,HOWTH,house,1840,1880,"Pair of semi-detached three-bay single-storey lighthouse keeper's houses with dormer attics, c.1860, having central projecting porches.  Partly re-fenestrated and extended to rear, c.1990.ROOF: Double-pitched; slate; replacement concrete ridge tiles; na",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367006_1.jpg,-6.32916690822024,53.3910016983757
11367007,Regional,,The Baily Lighthouse,,,Howth,Dublin,HOWTH,coastguard station,1810,1820,"Two-stage ashlar granite lighthouse with metal-framed glazed lantern, 1814, attached to five-bay three-storey block to north-west, c 1860. Single- and two-storey coastguard buildings to site. Lighthouse automated 1996",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367007_1.jpg,-6.32916690822024,53.3910016983757
11367008,Regional,,The Baily Lighthouse,,,Howth,Dublin,HOWTH,store/warehouse,1880,1920,"Detached three-bay two-storey stone built outbuilding with attic storey, c1900, on an L-shaped plan.ROOF: Double-pitched; slate; concrete ridge tiles; square rooflight; granite coping to gable ends; cast-iron rainwater goods. WALLS: Random coursed rubbl",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11367008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11367008_1.jpg,-6.05276234966702,53.3619553194203
11358058,National,,Howth Castle,Howth Demsene,,Howth,Dublin,HOWTH DEMESNE,castle/fortified house,1500,1550,"Rubble stone bawn wall, c.1525, with round headed integral carriageway, gun loops and crow stepped crenellated parapet.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11358058,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11358058_1.jpg,-6.06526227053464,53.3851279792217
11358059,National,,Howth Castle,Howth Demesne,,Howth,Dublin,HOWTH DEMESNE,castle/fortified house,1400,1500,"Attached single-bay three-storey rubble stone gate tower, c.1450, with round-headed integral carriageway to ground floor.  Renovated 1738.  Now partly derelict.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11358059,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11358059_1.jpg,-6.07894602518917,53.3863375742949
11358060,National,,Howth Castle,Howth Demesne,,Howth,Dublin,HOWTH DEMESNE,castle/fortified house,1735,1740,"Attached ten-bay single-storey wing with half dormer attic, built 1738, on an L-shaped plan.  Three-bay single-storey return with half dormer attic to west, having domed belvedere to apex.  Façade and openings remodelled c.1840.  Two-bay two-storey return",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11358060,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11358060_1.jpg,-6.07966902686961,53.3863042802927
11358061,National,,Howth Castle,Howth Demesne,,Howth,Dublin,HOWTH DEMESNE,stables,1835,1845,"Attached eighteen-bay single-storey rubble stone stable range on an L-shaped plan, c.1840, with half dormer attic and integral carriageway arches.  Comprising eight-bay range to east with crenellated corner turret, ten-bay range to range with bell tower a",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11358061,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11358061_1.jpg,-6.07929963898374,53.3864960354135
11358062,Regional,,Howth Castle,Howth Demesne,,Howth,Dublin,HOWTH DEMESNE,aviary/dovecote/pigeon house,1725,1775,"Single-bay two-storey rubble stone building, c.1750, on a circular plan, possibly originally a dovecote.  Now disused and partly derelict.  Attached to rubble stone wall, c.1840, on an L-shaped plan, around a kitchen garden.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11358062,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11358062_1.jpg,-6.08010744899191,53.3862484305797
11359001,Regional,,Howth Railway Station,Howth Road,,Howth,Dublin,HOWTH DEMESNE,house,1860,1880,"Detached three-bay two-storey red brick former station master's house, c.1870, with gablet over central bay.  Single-storey return to rear.ROOF: Double pitched roof; corniced red brick chimnies; cast-iron gutters and downpipes; decorative timber barge b",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359001_1.jpg,-6.0750737737231,53.3888722329238
11359002,Regional,,,Howth Road,,Howth,Dublin,HOWTH DEMESNE,bridge,1850,1890,"Single-arch bridge, c.1870, built of snecked limestone with red brick arch and yellow brick string course.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359002_1.jpg,-6.0754700272447,53.3890853112093
11359004,Regional,,Howth Railway Station,Howth Road,,Howth,Dublin,HOWTH DEMESNE,public house,1845,1865,"Detached eleven-bay two-storey railway station, c.1855, with projecting central entrance bay.  Ground floor now in use as public house.  Cast iron decorated canopy to platform.ROOF: Hipped slate roof with terracotta ridge tiles;  four yellow brick chimn",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359004_1.jpg,-6.07419605117235,53.3890018521736
11359005,Regional,,Saint Lawrence Hotel and Lounge Bar,Harbour Road,,Howth,Dublin,HOWTH DEMESNE,hotel,1850,1870,"Semi-detached five-bay three-storey hotel, c.1860, with three gabled bays.  Four-bay two-storey earlier block, c.1840, to east, with return linking to recessed hotel block.  Several extensions to rear.ROOF: Hipped slate roof, pitched double to gable fro",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359005_1.jpg,-6.07244383641926,53.3885242407179
11359006,Regional,,Howth Court House (former),Harbour Road,,Howth,Dublin,HOWTH,church/chapel,1840,1850,"Detached four-bay single-storey former place of worship, c.1845, with projecting entrance porch to west gable.  In use as courthouse to 1970, now in use as offices.  Notice inside states that the building was originally a place of worship for fishermen.  ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359006_1.jpg,-6.07054631205882,53.3882689139958
11359007,Regional,,Saint Lawrence Hotel,Harbour Road,,Howth,Dublin,HOWTH,hotel,1820,1860,"Detached seven-bay two-storey hotel, c.1840, with projecting entrance porch and flanking wings.  Conservatory, c.1975, to east wing.  Several extensions to rear.ROOF: Hipped in profile slate with rendered chimney stack. WALLS: Rendered and painted with ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359007_1.jpg,-6.07215193892213,53.3883308109154
11359008,Regional,,Asian Tandoori,Harbour Road,,Howth,Dublin,HOWTH,restaurant,1850,1870,"Terraced three-bay three-storey roughly dressed stone built former warehouse, c.1860.  Now in use as restaurant.ROOF: Double pitched slate roof with terracotta ridge tiles and two skylights to front pitch. WALLS: Coursed granite rubble wall with quoins.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359008_1.jpg,-6.06902192241101,53.3877410170684
11359009,Regional,,Howth Garda Station,Howth Terrace,,Howth,Dublin,HOWTH,garda station/constabulary barracks,1890,1910,"Detached three-bay three-storey over basement former house, c.1900, with gable-fronted projecting porch and gable-fronted advanced end bay to north.  Return to rear.  Now in use as Garda station.ROOF: Double pitched slate roof; hipped to one side; pebbl",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359009_1.jpg,-6.06896877781805,53.3872548923414
11359010,National,,Old Abbey Burial Ground,Church Street,,Howth,Dublin,HOWTH,graveyard/cemetery,1000,1100,"Graveyard, with interments from c.1050 to 1973, surrounding a rubble stone fifteenth-century church.  Bounded by castellated granite walls and overlooking harbour.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359010_1.jpg,-6.06598328835935,53.3874581582691
11359011,Regional,9,,Abbey Street,,Howth,Dublin,HOWTH,house,1830,1850,"Terraced three-bay two-storey, c.1840, retaining original fenestration.ROOF: Double pitched fibre cement tiled with two rendered chimney. WALLS: Cement rendered walls with quoin detailing. OPENINGS: Moulded plaster window surrounds to original timber sa",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359011_1.jpg,-6.06504711617262,53.3875508178116
11359012,Regional,18,,Abbey Street,,Howth,Dublin,HOWTH,house,1840,1860,"Terraced three-bay two-storey house, c.1850, retaining original fenestration.ROOF: M Profile; concrete asbestos tiles to front span; terracotta ridge tiles; cement rendered chimney stack; terracotta pots. WALLS: Rendered front elevation with quoin detai",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359012,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359012_1.jpg,-6.06536428920123,53.3868550216439
11359013,Regional,19 and 20,,Abbey Street,,Howth,Dublin,HOWTH,house,1800,1840,"Pair of terraced double-pile three-bay two-storey houses, c.1820, with returns to rear.  Recessed garage extension, c.1930, to end-of-terrace house.ROOF: M profile slate roof with terracotta ridge tiles; rendered chimney stacks; cast iron hopper and dow",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359013_1.jpg,-6.06537243724727,53.3866754264457
11359014,Regional,27,,Abbey Street,,Howth,Dublin,HOWTH,house,1840,1860,"Terraced three-bay two-storey house, c.1850, with wall-mounted cast-iron post box, c.1900 and timber shopfront, c.1910.  Now also in use as post office.ROOF: Double pitched slate and asbestos tile roof with terracotta ridge tiles; cement rendered chimne",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359014_1.jpg,-6.06571016736964,53.386851642901
11359015,Regional,,The Abbey Tavern,Abbey Street,,Howth,Dublin,HOWTH,house,1840,1860,"Pair of semi-detached former houses, built c.1850, comprising three-bay two-storey house to north and two-bay two-storey house with single-storey carriageway arch to south.  Now in use as public house.ROOF: M profile aesbestos tiled roof hidden behind p",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359015,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359015_1.jpg,-6.06592936441071,53.38698999237
11359016,Regional,,The Cock Tavern,Church Street,,Howth,Dublin,HOWTH,house,1780,1820,"Detached four-bay two-storey over basement former house, c.1800, with flanking screen walls.  Gibbsian door surround approached by steps, with single-storey bay window to left-hand side.  Single-bay single-storey return to rear.  Partly re-fenestrated, c.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359016,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359016_1.jpg,-6.06644087723457,53.3869803089068
11359017,Regional,,Renaissance House,Church Street,,Howth,Dublin,HOWTH,church/chapel,1800,1840,"Detached three-bay two-storey over basement former Roman Catholic church, c.1820, with pedimented central bay having a single-storey projecting porch, and flanked by recessed lean-to bays.  Single-bay lean-to extension to west gable.  Now in use as office",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359017,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359017_1.jpg,-6.06621892164531,53.3862398281359
11359018,Regional,,Saint Mary's Belfry,Harbour View,,Howth,Dublin,HOWTH,bell tower/stand,1800,1860,"Limestone and yellow brick belfry, c.1830, covered with ivy, and abutting boundary wall",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359018,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359018_1.jpg,-6.06671011293441,53.386346637572
11359019,Regional,,Baily Court Hotel,Abbey Street,,Howth,Dublin,HOWTH,hotel,1780,1820,"Semi-detached three-bay three-storey double-pile former house, c.1800.  Two-bay three-storey extension, c.1850, to south-east corner.  Projecting bow to ground floor, c.1990.  Two-bay two-storey extension to south-west corner, c.1995. Now in use as hotel.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359019,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359019_1.jpg,-6.0645704226518,53.3857997259704
11359020,Regional,,Howth Public Library,Main Street,,Howth,Dublin,HOWTH,library/archive,1920,1940,"Detached three-bay single-storey library, c.1930, with gabled central projecting entrance porch.ROOF: Hipped cement tiled roof; cast iron rainwater goods. WALLS: Pebbledash with plaster quoins projecting gabled entrance. OPENINGS: Probably original timb",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359020,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359020_1.jpg,-6.06473203353657,53.3855507278033
11359021,Regional,,,Main Street,,Howth,Dublin,HOWTH,school,1910,1920,"Detached three-bay single-storey school, c.1915, with projecting gable-fronted end bays and recessed entrance bay to north gable.ROOF: Double pitched roof with terracotta ridge tiles, cement rendered chimney stacks with terracotta pots. WALLS: Smooth re",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359021,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359021_1.jpg,-6.06542219287828,53.3852473957487
11359022,Regional,14,Scissors Hair Studio,Abbey Street,,Howth,Dublin,HOWTH,building misc,1890,1910,"Terraced two-bay two-storey gable-fronted red brick Edwardian house, c.1905, with return to rear.  Now also in use as retail outlet, with replacement timber shopfront inserted to ground floor.  One of a pair (11359023)ROOF: Double pitched gable fronted ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359022,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359022_1.jpg,-6.05891695569356,53.3851776923939
11359023,Regional,15,The Country Kitchen,Abbey Street,Leckett's Lane,Howth,Dublin,HOWTH,house,1900,1910,"Corner-sited end-of-terrace two-bay two-storey gable-fronted red brick Edwardian house, c.1905, with return to rear.  Single-bay two-storey extension to return and replacement timber shopfront inserted to ground floor, c.1990.  One of a pair (11359022)R",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359023,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359023_1.jpg,-6.06531181187663,53.3850299321016
11359024,Regional,,Church of the Assumption,Main Street,,Howth,Dublin,HOWTH,church/chapel,1885,1905,"Detached gable-fronted stone built Roman Catholic church, built 1899.  Square profile three-stage tower to north-east corner.  Transepts to southern end having entrance porches attached to north elevations, and side-chapels attached to south elevations.  ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359024,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359024_1.jpg,-6.06475002327948,53.3848231218217
11359025,Regional,5,,Main Street,,Howth,Dublin,HOWTH,house,1810,1830,"Semi-detached three-bay two-storey house, c.1820, with single-storey screen wall to south.  Square headed timber sash tripartite windows with granite sills.  Painted stone Ionic doorcase.ROOF: Double pitched slate; terracotta ridge tiles; red brick chim",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359025,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359025_1.jpg,-6.06539652857516,53.3858131230972
11359027,Regional,,Howth National School (former),Balglass Road,,Howth,Dublin,HOWTH,school,1890,1910,"Detached eight-bay single-storey former national school, c.1900, now vacant.ROOF: Double pitched; slate; terracotta ridge tiles; red brick stacks;  cast iron rainwater goods;  exposed roof timbers. WALLS: Rubble stone and brick;  lime render; rendered q",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359027,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359027_1.jpg,-6.06691116723594,53.3822431116517
11359028,Regional,,Brackenhill School,Thornamby Road,,Howth,Dublin,HOWTH,school,1920,1940,"Detached three-bay single-storey corrugated-iron school house, c.1930, with projecting entrance porch to north-east gable.  Now disused.  Single-storey outbuilding to site.ROOF: Gable-fronted; corrugated-iron; iron ridge tiles; decorative timber barge b",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359028,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359028_1.jpg,-6.06390183857889,53.383641129406
11359029,Regional,,Kilrock House,Kilrock Road,,Howth,Dublin,HOWTH,gate lodge,1860,1880,"Detached two-bay single-storey red brick gate lodge, c.1870, with bay-window and recessed entrance bay.  Set adjacent to pair of red brick and limestone gate piers with cast-iron gate.ROOF: Hipped; slate; terracotta ridge tiles; ornate brick chimney wit",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359029,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359029_1.jpg,-6.06005334273841,53.3846480026655
11359030,Regional,,Kilrock House,Kilrock Road,,Howth,Dublin,HOWTH,house,1860,1880,"Detached three-bay two-storey red brick house, c.1870, on an irregular plan with a central canted bay.  Retaining original fenestration.  Single-storey brick outbuildings to east.ROOF: Complex roof plan with natural slate; wrought iron weathervane; cast",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359030,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359030_1.jpg,-6.45543134893601,53.3811472692397
