No,Location,Code,No Spaces,Exact Location,Installed,Tarriff,Nearest PandDs Same zone,Hours of Operation,Clr-Way,Clearway Hrs,Comment,Further Information,Finished,Comment 1,Zone,Located,geometry,geometry 1,geometry 2,Longitude,Latitude
947,Sandymount Road,,,O/s Church at Leahy's Terrace,,€ 1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.220086,53.335841</coordinates></Point>","-6.220086,53.335841</coordinates></Point>","-6.220086,53.335841",-6.220086,53.335841
948,Chelmsford Ave,,20,,12/06/2009,,,Mon-Sat07.00-24.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>30.586058,46.313032</coordinates></Point>","30.586058,46.313032</coordinates></Point>","30.586058,46.313032",30.586058,46.313032
949,Hanover Quay,2,22 P n D / DP,Opposite Boat House 9,,€ 1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.236393,53.344144</coordinates></Point>","-6.236393,53.344144</coordinates></Point>","-6.236393,53.344144",-6.236393,53.344144
950,Benson Street,,,opp Fitsimons-Business Centre,,€ 1.60,951 at junction of Green Street East,Mon-Fri. 08.00-18.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.23353,53.344012</coordinates></Point>","-6.23353,53.344012</coordinates></Point>","-6.23353,53.344012",-6.23353,53.344012
951,Benson Street,,,junction of Green Street East,,€ 1.60,950 at Fitsimons Business Centre,Mon-Fri. 08.00-18.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.233209,53.344428</coordinates></Point>","-6.233209,53.344428</coordinates></Point>","-6.233209,53.344428",-6.233209,53.344428
952,Lombard Street West,,,opp. No.38,,€ 2.40,,Mon-Fri  08.00-18.30,FALSE,,,,FALSE,,Red,Y,"<Point><coordinates>-6.27402,53.334027</coordinates></Point>","-6.27402,53.334027</coordinates></Point>","-6.27402,53.334027",-6.27402,53.334027
953,Carlisle Street,,,Junct. SCRd,,€ 2.40,none nearby,Mon-Sun  07.00-24.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>-6.271295,53.332514</coordinates></Point>","-6.271295,53.332514</coordinates></Point>","-6.271295,53.332514",-6.271295,53.332514
954,Arnott Street,,,O/S No. 5,,€ 2.40,None Nearby,Mon-Sat  07.00-19.00,FALSE,,,,FALSE,,Red,Y,"<Point><coordinates>-6.269722,53.334307</coordinates></Point>","-6.269722,53.334307</coordinates></Point>","-6.269722,53.334307",-6.269722,53.334307
955,Parkview Place,,,side of 14 St. Patricks Villas,,€ 1.00,None nearby,Mon-Fri  .07.00-19.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>-6.226333,53.341964</coordinates></Point>","-6.226333,53.341964</coordinates></Point>","-6.226333,53.341964",-6.226333,53.341964
957,Kimmage Road,,13 P/D,on inset opposite no.100A,,€ 1.60,none nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.285533,53.320759</coordinates></Point>","-6.285533,53.320759</coordinates></Point>","-6.285533,53.320759",-6.285533,53.320759
958,Palmerston Road,,57 P n D,At side door 4B,,€ 1.00,Palmerston Park 959,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.258132,53.314054</coordinates></Point>","-6.258132,53.314054</coordinates></Point>","-6.258132,53.314054",-6.258132,53.314054
959,Palmerston Park,,40 P n D,Junction of Palmerston Road,,€ 1.00,Palmerston Rd.   958,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.258365,53.313482</coordinates></Point>","-6.258365,53.313482</coordinates></Point>","-6.258365,53.313482",-6.258365,53.313482
960,Richview Ave,,16 P n D,Junction Richmond Ave,,€ 1.00,None nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.253741,53.313172</coordinates></Point>","-6.253741,53.313172</coordinates></Point>","-6.253741,53.313172",-6.253741,53.313172
963,Sheriff Street,,,,31/08/2009,€ 1.60,,Mon-Fri 07.00-19.00,FALSE,,Max 2 hrs,,FALSE,Max 2 hrs,Green,,"<Point><coordinates>-6.232456,53.350007</coordinates></Point>","-6.232456,53.350007</coordinates></Point>","-6.232456,53.350007",-6.232456,53.350007
964,Sheriff Street,,,,31/08/2009,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,Max 2 hrs,,FALSE,Max 2 hrs,Green,,"<Point><coordinates>-6.236557,53.350365</coordinates></Point>","-6.236557,53.350365</coordinates></Point>","-6.236557,53.350365",-6.236557,53.350365
965,Sheriff Street,,,,31/08/2009,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,Max 2.hrs,,FALSE,Max 2 hrs,Green,,"<Point><coordinates>-6.239237,53.350548</coordinates></Point>","-6.239237,53.350548</coordinates></Point>","-6.239237,53.350548",-6.239237,53.350548
966,Connaght Street,,,,31/08/2009,€ 1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.279679,53.36291</coordinates></Point>","-6.279679,53.36291</coordinates></Point>","-6.279679,53.36291",-6.279679,53.36291
967,Murtagh Road,,,,31/08/2009,€ 1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.287248,53.351373</coordinates></Point>","-6.287248,53.351373</coordinates></Point>","-6.287248,53.351373",-6.287248,53.351373
968,Grangegorman Upper (Orchard Tce),,,opposite no.63,31/08/2009,€ 1.60,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.280713,53.35738</coordinates></Point>","-6.280713,53.35738</coordinates></Point>","-6.280713,53.35738",-6.280713,53.35738
969,Sandymount Road,,,at no. 5,14/09/2009,€ 1.00,at no.67,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.21938,53.335315</coordinates></Point>","-6.21938,53.335315</coordinates></Point>","-6.21938,53.335315",-6.21938,53.335315
970,Sandymount Road,,,at no 67,14/09/2009,€ 1.00,at no. 5,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.217683,53.333949</coordinates></Point>","-6.217683,53.333949</coordinates></Point>","-6.217683,53.333949",-6.217683,53.333949
971,Maidens Row,,,Oustide Island Apartments,21/09/2009,€ 1.00,None nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.344664,53.348625</coordinates></Point>","-6.344664,53.348625</coordinates></Point>","-6.344664,53.348625",-6.344664,53.348625
972,St. Columba's Road Upper,,,No. 14,21/09/2009,€ 1.60,St. Alphonsus Road,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.262697,53.36491</coordinates></Point>","-6.262697,53.36491</coordinates></Point>","-6.262697,53.36491",-6.262697,53.36491
973,Main St Chapelizod,,,o/s Mulberry House,16/10/2009,€ 1.00,On Main Street at Pharmacy,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.343844,53.349243</coordinates></Point>","-6.343844,53.349243</coordinates></Point>","-6.343844,53.349243",-6.343844,53.349243
975,Merlyn Rd,,,Junction with Merrion Road,11/12/2009,€ 1.60,Merlyn Park 828,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.217684,53.322173</coordinates></Point>","-6.217684,53.322173</coordinates></Point>","-6.217684,53.322173",-6.217684,53.322173
976,Alma court,,,,22/01/2010,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>-6.259884,53.325941</coordinates></Point>","-6.259884,53.325941</coordinates></Point>","-6.259884,53.325941",-6.259884,53.325941
977,St. Peters Close,,,,22/01/2010,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,Y,"<Point><coordinates>-6.272131,53.358631</coordinates></Point>","-6.272131,53.358631</coordinates></Point>","-6.272131,53.358631",-6.272131,53.358631
979,Sandford Gardens,,,,02/02/2010,€ 1.60,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.280981,53.334317</coordinates></Point>","-6.280981,53.334317</coordinates></Point>","-6.280981,53.334317",-6.280981,53.334317
980,South Circular Road,,,,04/02/2010,€ 1.00,,Mon-Fri -07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.303048,53.338883</coordinates></Point>","-6.303048,53.338883</coordinates></Point>","-6.303048,53.338883",-6.303048,53.338883
982,Rathdown Ave,,,0/s no. 16,,€ 1.00,981 Rathdown Park,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,,"<Point><coordinates>-6.291484,53.30289</coordinates></Point>","-6.291484,53.30289</coordinates></Point>","-6.291484,53.30289",-6.291484,53.30289
983,Shrewsbury Park,,,Junction of Merrion Road,,€ 1.60,,Mon-Sat  07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.220552,53.324283</coordinates></Point>","-6.220552,53.324283</coordinates></Point>","-6.220552,53.324283",-6.220552,53.324283
984,Fitgerald St,,,at no 16,,€ 1.60,,Mon-Sun 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.273999,53.327261</coordinates></Point>","-6.273999,53.327261</coordinates></Point>","-6.273999,53.327261",-6.273999,53.327261
985,Wesley Place,,,,26/02/2010,€ 2.40,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,,"<Point><coordinates>-6.276701,53.331353</coordinates></Point>","-6.276701,53.331353</coordinates></Point>","-6.276701,53.331353",-6.276701,53.331353
986,Spencer St South,,,Junct of St. Vincent St Sth,05/03/2010,€ 2.40,,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>-6.273595,53.332826</coordinates></Point>","-6.273595,53.332826</coordinates></Point>","-6.273595,53.332826",-6.273595,53.332826
987,Grand Canal Street Upper,,,Opposite Number 18,05/03/2010,€ 2.40,,Mon-Sat 07.00-16.00,FALSE,Evening clearway,,,FALSE,,Red,,"<Point><coordinates>-6.236228,53.337968</coordinates></Point>","-6.236228,53.337968</coordinates></Point>","-6.236228,53.337968",-6.236228,53.337968
988,Glendalough Road,,,side of no 7 at lane end,12/03/2010,€ 1.60,,Mon-Sun 07.00-24.00,FALSE,,,Max stay 2 hours,FALSE,max,Green,Y,"<Point><coordinates>-6.259792,53.368013</coordinates></Point>","-6.259792,53.368013</coordinates></Point>","-6.259792,53.368013",-6.259792,53.368013
989,Finglas Road,,,Opposite Cemetry,12/03/2010,€ 1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.27712,53.369379</coordinates></Point>","-6.27712,53.369379</coordinates></Point>","-6.27712,53.369379",-6.27712,53.369379
990,Finglas Road,,,Opposite Cemetry,12/03/2010,€ 1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.27814,53.369789</coordinates></Point>","-6.27814,53.369789</coordinates></Point>","-6.27814,53.369789",-6.27814,53.369789
991,Rathmines Road Upper,,,Opposite no 183,12/03/2010,€ 1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.264716,53.315246</coordinates></Point>","-6.264716,53.315246</coordinates></Point>","-6.264716,53.315246",-6.264716,53.315246
992,Sandymount Castle Drive,,,,12/03/2010,€ 1.00,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.21513,53.330133</coordinates></Point>","-6.21513,53.330133</coordinates></Point>","-6.21513,53.330133",-6.21513,53.330133
993,Rathdown Road,,,,18/03/2010,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,Y,"<Point><coordinates>-6.280385,53.358805</coordinates></Point>","-6.280385,53.358805</coordinates></Point>","-6.280385,53.358805",-6.280385,53.358805
994,Rathdown Road,,,,18/03/2010,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,Y,"<Point><coordinates>-6.278145,53.355888</coordinates></Point>","-6.278145,53.355888</coordinates></Point>","-6.278145,53.355888",-6.278145,53.355888
996,Montpelier Hill,,,,16/04/2010,€ 1.60,113135453,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.294601,53.348881</coordinates></Point>","-6.294601,53.348881</coordinates></Point>","-6.294601,53.348881",-6.294601,53.348881
997,Sir John Rogerson's Quay,,,,16/04/2010,€ 2.40,9066,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>-6.242134,53.346224</coordinates></Point>","-6.242134,53.346224</coordinates></Point>","-6.242134,53.346224",-6.242134,53.346224
998,Ostman Place,,,,16/04/2010,€ 2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,red,,"<Point><coordinates>-6.286591,53.352774</coordinates></Point>","-6.286591,53.352774</coordinates></Point>","-6.286591,53.352774",-6.286591,53.352774
999,St. Agnes Road,,18 P  n  D,Centra Car Park,23/04/2010,€ 1.00,1000  Lisle Road,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.317949,53.32114</coordinates></Point>","-6.317949,53.32114</coordinates></Point>","-6.317949,53.32114",-6.317949,53.32114
1000,Lisle Road,,9,outside Cosgrove Butchers,23/04/2010,€ 1.00,999 or 1001 both on St Agnes Road,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.317092,53.320418</coordinates></Point>","-6.317092,53.320418</coordinates></Point>","-6.317092,53.320418",-6.317092,53.320418
1001,St Agnes Road,,7,Outside Tesco Express,23/04/2010,€ 1.00,1000 Lisle Rd or 999 St. Agnes Rd,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.316229,53.320244</coordinates></Point>","-6.316229,53.320244</coordinates></Point>","-6.316229,53.320244",-6.316229,53.320244
1003,North Wall Quay,,16,Pole 26.Junc.with Castleforbes Rd,02/05/2010,€ 1.60,,Mon-Sat0.700-19.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.234178,53.347238</coordinates></Point>","-6.234178,53.347238</coordinates></Point>","-6.234178,53.347238",-6.234178,53.347238
1004,Rathgar Avenue,,20,O/S Auto factors,28/05/2010,€ 1.00,1005 same street,Mon-Fri 07.00-16.00,TRUE,Evening clearway,,,FALSE,,Orange,,"<Point><coordinates>-6.274925,53.312887</coordinates></Point>","-6.274925,53.312887</coordinates></Point>","-6.274925,53.312887",-6.274925,53.312887
1005,Rathgar Avenue,,20,O/S No. 7,28/05/2010,€ 1.00,1004 same street,Mon-Fri 10.00-19.00,TRUE,Moringin clearway,,,FALSE,,Orange,,"<Point><coordinates>-6.275207,53.312963</coordinates></Point>","-6.275207,53.312963</coordinates></Point>","-6.275207,53.312963",-6.275207,53.312963
1006,Botanic Ave,,45 + 2 disabled,0/s no.88,09/07/2010,€ 1.60,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,,"<Point><coordinates>-6.260613,53.368538</coordinates></Point>","-6.260613,53.368538</coordinates></Point>","-6.260613,53.368538",-6.260613,53.368538
1007,Inchicore Road,,33,Outside no 117,23/07/2010,€ 1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,,"<Point><coordinates>-6.316806,53.341792</coordinates></Point>","-6.316806,53.341792</coordinates></Point>","-6.316806,53.341792",-6.316806,53.341792
1008,Clontarf Road Car Park,,,,26/02/2010,€ 0.60,Opposite Bus Garage,Mon-Fri  08.00-18.00,FALSE,,,replaced met.9104  26/07/2010,FALSE,,Blue,Y,"<Point><coordinates>-6.19129,53.358197</coordinates></Point>","-6.19129,53.358197</coordinates></Point>","-6.19129,53.358197",-6.19129,53.358197
1009,Addison Road,,60 P n D  n  Permit,,26/08/2010,€ 1.00,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Blue,,"<Point><coordinates>-6.238293,53.357294</coordinates></Point>","-6.238293,53.357294</coordinates></Point>","-6.238293,53.357294",-6.238293,53.357294
1010,Summer St. North,,54 P n D  n  Permit,,,€ 2.40,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,,"<Point><coordinates>-6.251162,53.362077</coordinates></Point>","-6.251162,53.362077</coordinates></Point>","-6.251162,53.362077",-6.251162,53.362077
1011,St. Albans Park,,70 P  n  D (Total),,11/10/2010,€ 1.00,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.208396,53.356848</coordinates></Point>","-6.208396,53.356848</coordinates></Point>","-6.208396,53.356848",-6.208396,53.356848
1013,St Albans Park,,70 P  n  D total,No. 86,11/10/2010,€ 1.00,1011 St. Albans Park,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.20773,53.31975</coordinates></Point>","-6.20773,53.31975</coordinates></Point>","-6.20773,53.31975",-6.20773,53.31975
1015,North Circular Road,,,,06/12/2010,,,,FALSE,,,,FALSE,,,,"<Point><coordinates>-10.863443,51.218565</coordinates></Point>","-10.863443,51.218565</coordinates></Point>","-10.863443,51.218565",-10.863443,51.218565
1016,Oxmantown Road,,180,,24/01/2011,€ 1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.292974,53.354514</coordinates></Point>","-6.292974,53.354514</coordinates></Point>","-6.292974,53.354514",-6.292974,53.354514
1017,Cowper Street/Oxmantown Rd,,,,24/01/2011,€ 1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.291097,53.35371</coordinates></Point>","-6.291097,53.35371</coordinates></Point>","-6.291097,53.35371",-6.291097,53.35371
1018,Niall Street/Moira Road,,60,,24/01/2011,€ 1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.28931,53.353072</coordinates></Point>","-6.28931,53.353072</coordinates></Point>","-6.28931,53.353072",-6.28931,53.353072
1019,Halliday Road/Oxmantown Road,,,,24/01/2011,€ 1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.288832,53.352345</coordinates></Point>","-6.288832,53.352345</coordinates></Point>","-6.288832,53.352345",-6.288832,53.352345
1020,Mount Prospect Lawns,,35,opposite no. 27,18/03/2011,€ 1.00,none nearby,Mon -Sun 07.00-24.00,FALSE,,,,FALSE,,,,"<Point><coordinates>-6.190654,53.367257</coordinates></Point>","-6.190654,53.367257</coordinates></Point>","-6.190654,53.367257",-6.190654,53.367257
1021,Palmerston Villas,,23,,11/02/2011,€ 1.00,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,Y,"<Point><coordinates>-6.263811,53.313768</coordinates></Point>","-6.263811,53.313768</coordinates></Point>","-6.263811,53.313768",-6.263811,53.313768
1024,Halston Street,,13,,06/06/2011,€ 2.90,Green Street,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,Y,"<Point><coordinates>-6.271298,53.349662</coordinates></Point>","-6.271298,53.349662</coordinates></Point>","-6.271298,53.349662",-6.271298,53.349662
1025,Lindsay Road,,,,,,,,FALSE,,,,FALSE,,,,"<Point><coordinates>-10.863443,51.218565</coordinates></Point>","-10.863443,51.218565</coordinates></Point>","-10.863443,51.218565",-10.863443,51.218565
1026,Lindsay Road,,,,,,,,FALSE,,,,FALSE,,,,"<Point><coordinates>-10.863443,51.218565</coordinates></Point>","-10.863443,51.218565</coordinates></Point>","-10.863443,51.218565",-10.863443,51.218565
1027,Rathmines Road Upper,,43P n D/DP,,22/06/2011,€ 1.60,Church Avenue mt.9189,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,,,"<Point><coordinates>-6.265198,53.320565</coordinates></Point>","-6.265198,53.320565</coordinates></Point>","-6.265198,53.320565",-6.265198,53.320565
1045,Adelaide Road,2,68 P n D + 14 DP (Total),Opp no 61,,€ 2.90,6 On Adelaide Rd,Mon-Sat 07.00-19.00,FALSE,,,replaced met.148 01/03/2007,TRUE,,Yellow,Y,"<Point><coordinates>-6.257081,53.332554</coordinates></Point>","-6.257081,53.332554</coordinates></Point>","-6.257081,53.332554",-6.257081,53.332554
1056,Fenian Street,2,38 P n D + 9 DP (Total),Opp Dargan Hse,,€ 2.90,5 On Fenian St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.280,TRUE,,Yellow,Y,"<Point><coordinates>-6.24793,53.341606</coordinates></Point>","-6.24793,53.341606</coordinates></Point>","-6.24793,53.341606",-6.24793,53.341606
1191,Fenian Street,2,38 P n D + 9 DP (Total),No 19-20,,€ 2.90,5 On Fenian St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.279,TRUE,,Yellow,Y,"<Point><coordinates>-6.247528,53.341454</coordinates></Point>","-6.247528,53.341454</coordinates></Point>","-6.247528,53.341454",-6.247528,53.341454
1225,Adelaide Road,2,68 P n D + 14 DP (Total),Near the Eye  n  Ear Hospital,,€ 2.90,6 On Adelaide Rd,Mon-Sat 07.00-19.00,FALSE,,,replaced met.152,TRUE,,Yellow,Y,"<Point><coordinates>-6.255047,53.33232</coordinates></Point>","-6.255047,53.33232</coordinates></Point>","-6.255047,53.33232",-6.255047,53.33232
1236,Hatch Street Lower,2,49 P n D + 3 DP (Total),No 12,,€ 2.90,5 On Hatch St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.137,TRUE,,Yellow,Y,"<Point><coordinates>-6.256652,53.334022</coordinates></Point>","-6.256652,53.334022</coordinates></Point>","-6.256652,53.334022",-6.256652,53.334022
1269,Adelaide Road,2,68 P n D + 14 DP (Total),No 61,,€ 2.90,6 On Adelaide Rd,Mon-Sat 0.700-19.00,FALSE,,,replaced met.151.,TRUE,,Yellow,Y,"<Point><coordinates>-6.256943,53.332657</coordinates></Point>","-6.256943,53.332657</coordinates></Point>","-6.256943,53.332657",-6.256943,53.332657
1450,Adelaide Road,2,68 P n D + 14 DP (Total),No 25-28,,€ 2.90,6 On Adelaide Rd,Mon-Sat 07.00-19.00,FALSE,,,replaced met.147.,TRUE,,Yellow,Y,"<Point><coordinates>-6.255904,53.332325</coordinates></Point>","-6.255904,53.332325</coordinates></Point>","-6.255904,53.332325",-6.255904,53.332325
1461,Fenian Street,2,38 P n D + 9 DP (Total),Opposite The Ginger Man,,€ 2.90,5 On Fenian St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.508,TRUE,,Yellow,Y,"<Point><coordinates>-6.249691,53.341734</coordinates></Point>","-6.249691,53.341734</coordinates></Point>","-6.249691,53.341734",-6.249691,53.341734
1472,Fenian Street,2,38 P n D + 9 DP (Total),Opp 9-10,,€ 2.90,5 On Fenian St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.281.,TRUE,,Yellow,Y,"<Point><coordinates>-6.246564,53.341461</coordinates></Point>","-6.246564,53.341461</coordinates></Point>","-6.246564,53.341461",-6.246564,53.341461
1551,Leeson Lane,2,12 P n D,Opposite Number 4 / At Entrance To TSB,,€ 2.90,12 On St. Stephen's Green,Mon-Sat 07.00-19.00,FALSE,Check Times,,,TRUE,,Yellow,Y,"<Point><coordinates>-6.255972,53.336093</coordinates></Point>","-6.255972,53.336093</coordinates></Point>","-6.255972,53.336093",-6.255972,53.336093
3069,Mount Street Upper,2,74 P n D + 4 DP (Total),No 16,12/09/1998,€ 2.90,6 On Mount St Upr,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,Y,"<Point><coordinates>-6.245803,53.337602</coordinates></Point>","-6.245803,53.337602</coordinates></Point>","-6.245803,53.337602",-6.245803,53.337602
3104,Mount Street Lower,2,39 P n D + 1 DP (Total),Near Knockmaun House,12/09/1998,€ 2.90,4 On Mount Street Lwr,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,Y,"<Point><coordinates>-6.241824,53.337971</coordinates></Point>","-6.241824,53.337971</coordinates></Point>","-6.241824,53.337971",-6.241824,53.337971
3115,Mount Street Lower,2,39 P n D + 1 DP (Total),No 33-41,12/09/1998,€ 2.90,4 On Mount Street Lwr,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Yellow,Y,"<Point><coordinates>-6.242722,53.338268</coordinates></Point>","-6.242722,53.338268</coordinates></Point>","-6.242722,53.338268",-6.242722,53.338268
3494,Clanwilliam Place,2,10 P n D / DP (Total),Marine House,12/09/1998,€ 2.90,Clanwilliam Place 3483,Mon-Fri 08.00-18.30,FALSE,,Mon - Fri,replaced met.194,TRUE,,Yellow,Y,"<Point><coordinates>-6.239762,53.338298</coordinates></Point>","-6.239762,53.338298</coordinates></Point>","-6.239762,53.338298",-6.239762,53.338298
3527,Grattan Street,2,29 P n D / DP,Off Mount Street Lower,,€ 2.90,4 On Mount St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.315,TRUE,,Yellow,Y,"<Point><coordinates>-6.244263,53.339232</coordinates></Point>","-6.244263,53.339232</coordinates></Point>","-6.244263,53.339232",-6.244263,53.339232
7000,Herbert Street,2,71 P n D + 27 DP (Total),No 30,,€ 2.90,6 On Herbert St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.3171.,TRUE,,Yellow,Y,"<Point><coordinates>-6.245001,53.336256</coordinates></Point>","-6.245001,53.336256</coordinates></Point>","-6.245001,53.336256",-6.245001,53.336256
7022,Shelbourne Road,,,opposite meter 290,10/11/2010,€ 2.90,,Mon-Sat 08.00-16.00,TRUE,After 16.00,,,FALSE,,Yellow,Y,"<Point><coordinates>-6.231656,53.331945</coordinates></Point>","-6.231656,53.331945</coordinates></Point>","-6.231656,53.331945",-6.231656,53.331945
7145,Strand Road (South Car Park),,41 P n D and 4Disabled bays,,,€ 0.60,none near enough,Mon-Fri. 11.00-17.00,FALSE,,No max Stay,installed 21/04/2011,FALSE,,blue,Y,"<Point><coordinates>-6.206311,53.322146</coordinates></Point>","-6.206311,53.322146</coordinates></Point>","-6.206311,53.322146",-6.206311,53.322146
7156,Cumberland Street North,1,21 P n D,Opposite Hill Street,23/04/2002,€ 2.90,Parnell St 277,Mon-Fri 07.00-19.00  n  Sat 14.00-19.00,FALSE,,,replaced met.61           06/2009,FALSE,,Yellow,Y,"<Point><coordinates>-6.258017,53.353408</coordinates></Point>","-6.258017,53.353408</coordinates></Point>","-6.258017,53.353408",-6.258017,53.353408
7167,Earlsfort Terrace,2,60 P n D (Total),Concert Hall,,€ 2.90,6 On Earlsfort Terrace,Mon-Sat 07.00-19.00,FALSE,,,replaced met.11,TRUE,,Yellow,Y,"<Point><coordinates>-6.258221,53.334776</coordinates></Point>","-6.258221,53.334776</coordinates></Point>","-6.258221,53.334776",-6.258221,53.334776
7178,Earlsfort Terrace,2,60 P n D (Total),Near Number 23,,€ 2.90,6 On Earlsfort Terrace,Mon-Sat 07.00-16.00,TRUE,After 16.00,,replaced met.448,TRUE,,Yellow,Y,"<Point><coordinates>-6.258836,53.333004</coordinates></Point>","-6.258836,53.333004</coordinates></Point>","-6.258836,53.333004",-6.258836,53.333004
7235,Leo Street,7,38 P n D / DP,Corner of Josephine St,25/06/2001,€ 2.40,Synott Place 436,Mon-Fri 08.00-18.30,FALSE,,,replaced met.711 01/03/2010,FALSE,,Red,Y,"<Point><coordinates>-6.264291,53.358958</coordinates></Point>","-6.264291,53.358958</coordinates></Point>","-6.264291,53.358958",-6.264291,53.358958
